time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-11T05:22:23.400Z,-23.230,171.420,0.0,4.3,mb,,,,,oe,oe52981621,2021-02-13T05:08:36.454Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,10,manual,oe,oe
2021-02-11T05:06:30.290Z,-22.948,170.816,0.0,4.3,mb,,,,,oe,oe52979986,2021-02-13T05:07:22.002Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,7,manual,oe,oe
2021-02-11T04:58:50.461Z,-22.449,170.959,10.0,4.9,mb,,,,,oe,oe52979984,2021-02-13T05:05:20.897Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-11T04:38:12.920Z,-22.513,171.605,105.9,4.0,mb,,,,,oe,oe52981611,2021-02-13T05:03:27.697Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,8,manual,oe,oe
2021-02-11T04:36:26.340Z,-22.333,171.102,0.0,4.2,mb,,,,,oe,oe52981606,2021-02-13T05:02:53.076Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.1,5,manual,oe,oe
2021-02-11T04:34:42.220Z,48.243,12.579,5.0,2.4,ML,5,229.7,1.53,0.32,oe,oe52979978,2021-02-11T04:35:34.424Z,GERMANY,earthquake,,,0.2,7,automatic,oe,oe
2021-02-11T04:26:22.859Z,46.081,13.383,6.4,1.6,ML,8,167.5,1.70,0.37,oe,oe52979965,2021-02-11T04:26:55.630Z,AUSTRIA,earthquake,5.8,19.5,0.5,6,automatic,oe,oe
2021-02-11T04:17:20.924Z,46.257,14.914,14.5,0.9,ML,6,209.8,0.45,0.24,oe,oe52981589,2021-02-13T04:54:37.683Z,NORTHWESTERN BALKAN REGION,earthquake,2.3,4.6,0.2,2,manual,oe,oe
2021-02-11T04:15:15.650Z,-22.691,170.946,0.0,5.0,mb,,,,,oe,oe52979979,2021-02-13T05:01:47.507Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,18,manual,oe,oe
2021-02-11T04:09:44.393Z,-23.156,171.598,10.0,5.2,mb,,,,,oe,oe52979972,2021-02-13T04:59:21.875Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-11T04:06:56.590Z,-23.070,171.620,0.0,4.4,mb,,,,,oe,oe52979970,2021-02-13T04:57:25.158Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,11,manual,oe,oe
2021-02-11T03:46:42.850Z,-22.211,170.810,0.0,4.2,mb,,,,,oe,oe52981588,2021-02-13T04:51:17.314Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,5,manual,oe,oe
2021-02-11T03:45:41.577Z,47.126,11.410,1.0,0.9,ML,11,75.4,0.48,0.27,oe,oe52980472,2021-02-13T08:35:36.242Z,AUSTRIA,earthquake,0.9,2.7,0.2,7,manual,oe,oe
2021-02-11T03:16:23.330Z,-22.022,171.557,0.0,4.0,mb,,,,,oe,oe52981587,2021-02-13T04:49:44.554Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.5,3,manual,oe,oe
2021-02-11T02:56:30.971Z,50.170,12.477,10.0,2.6,ML,4,143.3,2.44,0.61,oe,oe52981248,2021-02-12T15:01:35.858Z,GERMANY,earthquake,5.8,,0.3,15,manual,oe,oe
2021-02-11T02:56:28.260Z,-23.176,171.640,0.0,4.4,mb,,,,,oe,oe52979963,2021-02-13T04:47:57.223Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,8,manual,oe,oe
2021-02-11T02:40:17.673Z,50.194,12.501,10.0,2.5,ML,20,168.2,3.90,0.29,oe,oe52981238,2021-02-12T14:55:33.035Z,GERMANY,earthquake,2.5,,0.4,17,manual,oe,oe
2021-02-11T02:24:20.031Z,-23.147,171.769,10.0,5.2,mb,,,,,oe,oe52979955,2021-02-12T14:56:22.588Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-11T02:18:12.627Z,47.675,15.845,531.3,0.3,ML,6,111.1,2.14,0.18,oe,oe52979948,2021-02-11T02:19:29.445Z,AUSTRIA,earthquake,19.8,19.7,0.2,2,automatic,oe,oe
2021-02-11T02:17:02.410Z,-23.203,172.806,0.0,3.9,mb,,,,,oe,oe52981228,2021-02-12T14:50:35.124Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,4,manual,oe,oe
2021-02-11T01:59:29.210Z,-24.779,167.771,0.0,4.5,mb,,,,,oe,oe52979950,2021-02-13T07:56:17.697Z,SOUTHWEST OF NEW CALEDONIA,earthquake,,,0.2,3,manual,oe,oe
2021-02-11T01:57:10.350Z,-23.216,171.466,0.0,3.9,mb,,,,,oe,oe52981222,2021-02-12T14:49:05.062Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,3,manual,oe,oe
2021-02-11T01:42:49.600Z,-20.461,171.462,0.0,3.8,mb,,,,,oe,oe52981220,2021-02-12T14:48:41.593Z,VANUATU ISLANDS REGION,earthquake,,,0.1,3,manual,oe,oe
2021-02-11T01:40:55.000Z,-22.843,171.795,75.0,3.8,mb,,,,,oe,oe52981219,2021-02-12T14:48:13.521Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,6,manual,oe,oe
2021-02-11T01:34:45.476Z,46.886,13.149,15.0,1.4,ML,6,122.2,1.78,0.54,oe,oe52979939,2021-02-11T01:35:26.179Z,AUSTRIA,earthquake,,,0.5,4,automatic,oe,oe
2021-02-11T01:30:02.880Z,-22.650,171.335,0.0,4.3,mb,,,,,oe,oe52981215,2021-02-13T08:33:50.606Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,5,manual,oe,oe
2021-02-11T01:24:39.171Z,-22.614,171.659,10.0,5.4,mb,,,,,oe,oe52979941,2021-02-12T14:47:15.047Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-11T01:15:21.110Z,-22.428,171.320,0.0,4.4,mb,,,,,oe,oe52979934,2021-02-12T14:44:33.656Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,10,manual,oe,oe
2021-02-11T01:10:54.420Z,-1.906,153.630,0.0,4.0,mb,,,,,oe,oe52981195,2021-02-12T14:43:13.781Z,NEW IRELAND REGION  P.N.G.,earthquake,,,0.4,3,manual,oe,oe
2021-02-11T01:02:03.924Z,-23.181,171.693,10.0,0.0,-,,,,,oe,oe52979920,2021-02-12T14:42:38.414Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-11T00:42:49.640Z,-23.020,171.650,0.0,4.4,mb,,,,,oe,oe52979914,2021-02-12T14:41:36.680Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,7,manual,oe,oe
2021-02-11T00:39:27.710Z,-22.268,172.634,454.6,3.6,mb,,,,,oe,oe52981183,2021-02-12T14:39:37.240Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,5,manual,oe,oe
2021-02-11T00:32:48.395Z,47.051,15.307,22.7,1.1,ML,6,123.8,1.22,0.09,oe,oe52979890,2021-02-11T00:33:19.523Z,AUSTRIA,earthquake,12.9,27.5,0.1,4,manual,oe,oe
2021-02-11T00:30:32.400Z,-22.735,171.163,0.0,4.3,mb,,,,,oe,oe52981178,2021-02-12T14:39:26.598Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,10,manual,oe,oe
2021-02-11T00:24:45.070Z,-24.294,170.766,0.0,4.4,mb,,,,,oe,oe52979908,2021-02-12T14:39:09.802Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.5,11,manual,oe,oe
2021-02-11T00:14:47.365Z,-23.218,171.690,10.0,0.0,-,,,,,oe,oe52979895,2021-02-13T07:53:42.281Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-11T00:13:20.218Z,-22.922,171.252,10.0,4.7,mb,,,,,oe,oe52979891,2021-02-13T07:53:42.281Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T23:43:21.946Z,-23.206,171.682,10.0,5.1,mb,,,,,oe,oe52979871,2021-02-13T04:46:57.765Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T23:32:46.700Z,-22.760,171.800,10.0,5.3,mb,,,,,oe,oe52979868,2021-02-12T16:15:31.984Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T23:23:14.680Z,-22.751,171.366,0.0,4.4,mb,,,,,oe,oe52979862,2021-02-12T16:14:54.473Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.4,6,manual,oe,oe
2021-02-10T23:15:48.980Z,-21.614,170.534,0.0,4.3,mb,,,,,oe,oe52981460,2021-02-12T16:11:43.189Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.1,5,manual,oe,oe
2021-02-10T23:06:15.070Z,-21.684,171.720,117.6,4.0,mb,,,,,oe,oe52979855,2021-02-12T16:11:11.597Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,8,manual,oe,oe
2021-02-10T22:55:01.540Z,-22.598,171.561,363.6,4.1,mb,,,,,oe,oe52979840,2021-02-12T16:06:42.418Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,11,manual,oe,oe
2021-02-10T22:46:03.570Z,-22.964,171.434,0.0,4.4,mb,,,,,oe,oe52981420,2021-02-12T16:04:41.685Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,7,manual,oe,oe
2021-02-10T22:37:59.990Z,-22.565,171.146,0.0,4.5,mb,,,,,oe,oe52979826,2021-02-12T16:04:30.320Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.4,13,manual,oe,oe
2021-02-10T22:31:07.267Z,37.979,69.602,10.0,4.6,mb,,,,,oe,oe52981403,2021-02-12T16:02:04.461Z,AFGHANISTAN-TAJIKISTAN BORD REG.,earthquake,,,,,manual,oe,oe
2021-02-10T22:26:55.280Z,-22.884,170.461,0.0,4.1,mb,,,,,oe,oe52981401,2021-02-13T11:18:51.988Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,8,manual,oe,oe
2021-02-10T22:19:48.753Z,46.059,13.387,0.0,1.6,ML,6,169.1,1.70,0.43,oe,oe52979807,2021-02-10T22:27:41.597Z,AUSTRIA,earthquake,7.0,,0.4,5,automatic,oe,oe
2021-02-10T22:17:23.560Z,-22.943,171.546,0.0,4.3,mb,,,,,oe,oe52979825,2021-02-12T15:58:07.176Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,7,manual,oe,oe
2021-02-10T22:09:01.840Z,-24.507,172.458,0.0,4.4,mb,,,,,oe,oe52981381,2021-02-12T15:56:35.106Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,2,manual,oe,oe
2021-02-10T22:03:44.700Z,-23.250,171.570,10.0,5.2,mb,,,,,oe,oe52979801,2021-02-12T15:29:20.807Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T22:01:20.110Z,-22.754,169.091,420.7,3.6,mb,,,,,oe,oe52979797,2021-02-12T15:28:39.789Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,6,manual,oe,oe
2021-02-10T21:57:12.159Z,-22.837,171.247,10.0,5.3,mb,,,,,oe,oe52979791,2021-02-12T15:24:08.717Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T21:50:00.361Z,-23.306,171.599,10.0,5.3,mb,,,,,oe,oe52979789,2021-02-12T15:22:38.442Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T21:48:50.647Z,45.632,13.043,15.0,1.7,ML,8,216.5,2.16,0.44,oe,oe52979764,2021-02-10T21:55:55.779Z,NORTHERN ITALY,earthquake,,,0.3,6,automatic,oe,oe
2021-02-10T21:48:11.000Z,-10.500,123.320,10.0,3.5,mb,,,,,oe,oe52981313,2021-02-12T15:20:06.078Z,TIMOR REGION,earthquake,,,,,manual,oe,oe
2021-02-10T21:45:43.437Z,46.681,12.510,173.9,1.8,ML,7,105.4,1.30,0.10,oe,oe52979760,2021-02-10T21:46:40.252Z,NORTHERN ITALY,earthquake,13.3,53.1,0.1,2,manual,oe,oe
2021-02-10T21:40:56.940Z,-5.318,-6.741,328.9,4.0,mb,,,,,oe,oe52979771,2021-02-12T14:07:52.776Z,SOUTH ATLANTIC OCEAN,earthquake,,,0.2,4,manual,oe,oe
2021-02-10T21:40:35.101Z,-23.213,171.568,10.0,5.6,mb,,,,,oe,oe52979781,2021-02-12T15:19:36.401Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T21:38:26.650Z,-25.821,165.875,0.0,4.6,mb,,,,,oe,oe52979779,2021-02-12T15:18:30.032Z,SOUTHWEST OF NEW CALEDONIA,earthquake,,,0.4,4,manual,oe,oe
2021-02-10T21:36:03.762Z,-23.466,171.590,10.0,5.5,mb,,,,,oe,oe52979765,2021-02-13T11:17:53.622Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T21:31:33.569Z,45.827,10.995,10.0,1.4,ML,6,227.1,1.21,0.76,oe,oe52979741,2021-02-13T11:12:53.285Z,NORTHERN ITALY,earthquake,7.9,,0.1,3,manual,oe,oe
2021-02-10T21:24:02.000Z,-23.322,171.480,10.0,0.0,-,,,,,oe,oe52979751,2021-02-12T13:51:26.792Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T21:17:51.240Z,-23.104,171.357,10.0,5.2,mb,,,,,oe,oe52979742,2021-02-13T11:26:51.745Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T21:11:49.570Z,-22.746,171.044,0.0,4.0,mb,,,,,oe,oe52980986,2021-02-13T11:12:53.285Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.4,3,manual,oe,oe
2021-02-10T21:09:44.070Z,-21.007,170.566,0.0,3.7,mb,,,,,oe,oe52980988,2021-02-12T13:43:54.672Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,2,manual,oe,oe
2021-02-10T20:52:28.530Z,-23.042,171.238,0.0,4.3,mb,,,,,oe,oe52980980,2021-02-12T13:38:20.855Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.1,3,manual,oe,oe
2021-02-10T20:45:14.819Z,-22.762,171.069,10.0,5.3,mb,,,,,oe,oe52979733,2021-02-12T17:39:09.585Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T20:41:39.873Z,-23.267,171.771,10.0,5.1,mb,,,,,oe,oe52979731,2021-02-12T13:38:05.210Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T20:10:35.365Z,-23.083,171.819,10.0,4.9,mb,,,,,oe,oe52980963,2021-02-12T13:34:21.117Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T19:56:15.819Z,-22.796,171.240,10.0,5.3,mb,,,,,oe,oe52979720,2021-02-12T13:33:16.406Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T19:47:39.645Z,46.854,14.232,6.6,0.9,ML,11,93.5,0.58,0.34,oe,oe52980485,2021-02-12T17:35:55.813Z,NORTHWESTERN BALKAN REGION,earthquake,1.1,2.1,0.2,4,manual,oe,oe
2021-02-10T19:13:58.639Z,-23.195,171.902,10.0,5.1,mb,,,,,oe,oe52979719,2021-02-12T13:30:50.566Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T19:00:14.511Z,-23.576,171.670,10.0,5.1,mb,,,,,oe,oe52979716,2021-02-12T13:29:59.785Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T18:55:41.070Z,-20.859,169.980,0.0,3.8,mb,,,,,oe,oe52980952,2021-02-12T13:29:59.783Z,VANUATU ISLANDS,earthquake,,,,1,manual,oe,oe
2021-02-10T18:41:45.470Z,46.606,13.802,11.8,0.1,ML,5,127.8,0.35,0.19,oe,oe52980932,2021-02-12T13:26:29.404Z,AUSTRIA,earthquake,3.9,10.2,,1,manual,oe,oe
2021-02-10T18:36:41.477Z,-22.773,171.146,10.0,0.0,-,,,,,oe,oe52979703,2021-02-12T13:28:31.435Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T18:10:20.740Z,-22.745,171.944,0.0,3.9,mb,,,,,oe,oe52980931,2021-02-12T13:17:24.030Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.5,5,manual,oe,oe
2021-02-10T17:25:50.085Z,-22.732,171.721,10.0,5.6,mb,,,,,oe,oe52979662,2021-02-12T10:39:42.486Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T17:24:36.380Z,-22.686,171.228,0.0,4.6,mb,,,,,oe,oe52979657,2021-02-12T10:39:42.486Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,11,manual,oe,oe
2021-02-10T17:22:27.900Z,-23.243,171.615,52.9,4.0,mb,,,,,oe,oe52979655,2021-02-12T10:39:42.486Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,5,manual,oe,oe
2021-02-10T17:20:13.241Z,46.113,13.423,5.0,1.8,ML,5,165.0,1.73,0.26,oe,oe52979636,2021-02-10T17:20:49.620Z,AUSTRIA,earthquake,,,0.5,5,automatic,oe,oe
2021-02-10T17:00:50.078Z,-22.771,171.258,10.0,5.0,mb,,,,,oe,oe52979639,2021-02-13T11:09:13.353Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T16:53:54.227Z,-22.738,171.573,10.0,5.2,mb,,,,,oe,oe52979633,2021-02-12T10:34:38.218Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T16:42:56.000Z,-18.159,170.724,0.0,4.4,mb,,,,,oe,oe52980588,2021-02-12T10:34:16.712Z,VANUATU ISLANDS,earthquake,,,0.2,3,manual,oe,oe
2021-02-10T16:35:23.191Z,-22.838,171.077,10.0,0.0,-,,,,,oe,oe52979610,2021-02-12T10:28:39.565Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T16:30:31.800Z,-23.017,171.404,0.0,4.4,mb,,,,,oe,oe52979609,2021-02-13T11:06:05.552Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.4,9,manual,oe,oe
2021-02-10T16:19:36.151Z,-22.933,171.313,10.0,4.9,mb,,,,,oe,oe52979608,2021-02-12T10:23:30.986Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T16:14:07.290Z,-17.112,170.351,0.0,4.1,mb,,,,,oe,oe52980545,2021-02-12T10:22:49.368Z,VANUATU ISLANDS,earthquake,,,0.3,4,manual,oe,oe
2021-02-10T15:53:53.800Z,-19.736,-165.240,0.0,3.7,mb,,,,,oe,oe52980538,2021-02-12T10:19:53.600Z,COOK ISLANDS REGION,earthquake,,,,1,manual,oe,oe
2021-02-10T15:48:17.310Z,-22.934,171.190,0.0,4.3,mb,,,,,oe,oe52979604,2021-02-12T10:18:50.261Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,7,manual,oe,oe
2021-02-10T15:45:03.990Z,48.898,169.750,0.0,2.4,ML,,,,,oe,oe52980527,2021-02-12T10:17:19.550Z,SOUTH OF ALEUTIAN ISLANDS,earthquake,,,,1,manual,oe,oe
2021-02-10T15:44:31.850Z,-21.993,172.808,0.0,4.3,mb,,,,,oe,oe52980529,2021-02-12T10:18:50.258Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,9,manual,oe,oe
2021-02-10T15:32:29.300Z,-23.301,171.600,0.0,4.2,mb,,,,,oe,oe52980522,2021-02-12T10:15:32.826Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,5,manual,oe,oe
2021-02-10T15:30:54.440Z,-21.975,170.555,0.0,4.2,mb,,,,,oe,oe52980521,2021-02-12T10:15:32.810Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,6,manual,oe,oe
2021-02-10T14:49:57.457Z,-22.923,170.876,10.0,5.1,mb,,,,,oe,oe52979591,2021-02-12T10:14:54.352Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T14:37:22.040Z,-22.718,171.517,10.0,5.2,mb,,,,,oe,oe52979589,2021-02-11T15:58:55.812Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T14:18:20.352Z,-22.694,171.779,10.0,5.6,mb,,,,,oe,oe52980305,2021-02-11T15:58:18.958Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T14:07:42.670Z,-20.183,-173.355,0.0,4.1,mb,,,,,oe,oe52980304,2021-02-11T15:58:04.238Z,TONGA ISLANDS,earthquake,,,0.1,2,manual,oe,oe
2021-02-10T14:06:44.290Z,-22.127,171.167,0.0,4.4,mb,,,,,oe,oe52980302,2021-02-11T15:56:24.274Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.3,12,manual,oe,oe
2021-02-10T13:57:18.338Z,-22.635,171.539,10.0,5.2,mb,,,,,oe,oe52980297,2021-02-11T15:56:14.813Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T13:51:11.339Z,47.551,15.972,534.3,0.6,ML,,,,,oe,oe52979594,2021-02-10T15:25:38.062Z,AUSTRIA,earthquake,,,0.5,3,automatic,oe,oe
2021-02-10T13:51:11.339Z,47.551,15.972,534.3,0.6,ML,5,155.2,2.10,0.16,oe,oe52979546,2021-02-10T13:52:27.822Z,AUSTRIA,earthquake,23.6,20.8,0.5,3,manual,oe,oe
2021-02-10T13:32:35.940Z,-14.471,-179.621,0.0,4.7,mb,,,,,oe,oe52980283,2021-02-11T15:52:45.616Z,FIJI ISLANDS REGION,earthquake,,,0.3,4,manual,oe,oe
2021-02-10T13:20:02.000Z,-23.086,171.543,33.0,0.0,-,,,,,oe,oe52979524,2021-02-13T11:54:19.529Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T13:02:00.059Z,-22.782,171.578,10.0,0.0,-,,,,,oe,oe52979506,2021-02-12T10:12:42.029Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T12:52:27.660Z,-5.663,101.665,10.0,0.0,-,,,,,oe,oe52979499,2021-02-11T15:28:40.265Z,SOUTHWEST OF SUMATRA  INDONESIA,earthquake,,,,,manual,oe,oe
2021-02-10T12:32:11.852Z,-22.552,171.457,10.0,0.0,-,,,,,oe,oe52979484,2021-02-11T15:25:33.318Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T12:24:21.709Z,-22.861,171.645,10.0,0.0,-,,,,,oe,oe52979476,2021-02-13T08:28:24.111Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-10T11:05:53.720Z,-18.687,167.254,0.0,4.4,mb,,,,,oe,oe52979502,2021-02-10T13:10:17.489Z,VANUATU ISLANDS,earthquake,,,0.2,5,manual,oe,oe
2021-02-10T08:57:54.650Z,45.408,16.147,10.0,2.1,ML,10,283.4,2.29,1.49,oe,oe52981875,2021-02-13T08:11:54.668Z,NORTHWESTERN BALKAN REGION,earthquake,9.8,,0.2,4,manual,oe,oe
2021-02-10T08:53:59.098Z,45.423,16.196,10.0,2.0,ML,9,283.2,2.28,0.74,oe,oe52981874,2021-02-13T08:18:39.829Z,NORTHWESTERN BALKAN REGION,earthquake,6.4,,0.1,3,manual,oe,oe
2021-02-10T06:46:34.100Z,46.860,8.860,5.0,2.3,ML,,,,,oe,oe52979464,2021-02-13T08:08:50.624Z,SWITZERLAND,earthquake,,,,,manual,oe,oe
2021-02-10T05:14:43.555Z,45.419,16.218,10.0,2.4,ML,13,240.0,2.28,0.50,oe,oe52979462,2021-02-10T08:59:22.304Z,NORTHWESTERN BALKAN REGION,earthquake,3.7,,0.1,3,manual,oe,oe
2021-02-10T04:25:51.800Z,37.430,20.770,2.0,3.3,ML,,,,,oe,oe52981865,2021-02-13T08:06:49.876Z,IONIAN SEA,earthquake,,,,,manual,oe,oe
2021-02-10T03:36:08.607Z,47.310,11.048,2.9,0.1,ML,3,277.8,0.36,0.01,oe,oe52981864,2021-02-13T08:05:45.659Z,AUSTRIA,earthquake,4.1,5.1,0.6,3,manual,oe,oe
2021-02-10T02:54:41.900Z,48.130,8.970,10.0,2.4,ML,,,,,oe,oe52979458,2021-02-10T08:46:41.797Z,GERMANY,earthquake,,,,,manual,oe,oe
2021-02-09T19:48:50.300Z,-22.288,171.474,0.0,4.3,mb,,,,,oe,oe52979474,2021-02-10T11:23:14.066Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.2,7,manual,oe,oe
2021-02-09T18:17:34.456Z,46.297,14.489,13.5,0.8,ML,10,88.6,0.64,0.29,oe,oe52979450,2021-02-10T16:24:16.741Z,NORTHWESTERN BALKAN REGION,earthquake,1.5,5.2,0.0,2,manual,oe,oe
2021-02-09T15:51:55.870Z,38.615,31.589,10.0,4.8,mb,,,,,oe,oe52979471,2021-02-10T11:22:20.244Z,TURKEY,earthquake,,,,,manual,oe,oe
2021-02-09T07:30:36.600Z,37.850,26.420,32.0,4.2,ML,,,,,oe,oe52979315,2021-02-11T09:02:52.492Z,DODECANESE ISLANDS  GREECE,earthquake,,,,,manual,oe,oe
2021-02-09T07:24:47.753Z,-6.406,129.899,170.8,0.0,-,,,,,oe,oe52979310,2021-02-09T09:00:40.950Z,BANDA SEA,earthquake,,,,,manual,oe,oe
2021-02-09T07:07:58.892Z,31.352,140.643,76.1,0.0,-,,,,,oe,oe52979254,2021-02-09T15:09:00.968Z,SOUTHEAST OF HONSHU  JAPAN,earthquake,,,,,manual,oe,oe
2021-02-09T05:33:56.110Z,47.342,11.640,10.0,-0.1,ML,3,176.9,0.08,0.13,oe,oe52979314,2021-02-09T12:01:53.397Z,AUSTRIA,earthquake,5.5,,0.2,2,manual,oe,oe
2021-02-09T05:33:55.335Z,47.356,11.737,11.5,0.4,ML,3,190.7,0.12,0.01,oe,oe52979326,2021-02-09T12:44:14.325Z,AUSTRIA,earthquake,4.7,4.8,0.0,2,manual,oe,oe
2021-02-09T05:33:21.712Z,47.343,11.769,9.5,0.8,ML,6,188.5,0.02,0.23,oe,oe52979300,2021-02-09T12:01:53.431Z,AUSTRIA,earthquake,3.5,2.4,0.3,4,manual,oe,oe
2021-02-09T05:29:45.035Z,47.348,11.746,10.8,0.1,ML,3,234.6,0.12,0.01,oe,oe52979325,2021-02-09T15:07:53.697Z,AUSTRIA,earthquake,5.6,4.5,0.2,2,manual,oe,oe
2021-02-09T04:39:29.400Z,49.730,8.490,7.0,2.2,ML,,,,,oe,oe52979294,2021-02-09T08:50:33.207Z,GERMANY,earthquake,,,,,manual,oe,oe
