time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-02-09T03:39:29.291Z,30.092,130.984,35.0,5.0,mb,,,,,oe,oe52980152,2021-02-11T09:01:06.394Z,KYUSHU  JAPAN,earthquake,,,,,manual,oe,oe
2021-02-09T03:10:54.104Z,46.489,14.989,7.1,0.1,ML,7,117.9,0.35,0.17,oe,oe52979279,2021-02-09T15:05:32.699Z,NORTHWESTERN BALKAN REGION,earthquake,1.4,2.6,0.1,2,manual,oe,oe
2021-02-09T03:06:56.712Z,47.164,11.003,4.8,0.2,ML,5,120.9,0.51,0.19,oe,oe52979278,2021-02-09T08:41:24.849Z,AUSTRIA,earthquake,1.5,7.7,0.5,4,manual,oe,oe
2021-02-09T02:58:30.805Z,47.652,15.868,3.0,0.6,ML,5,193.2,0.29,0.15,oe,oe52979277,2021-02-09T15:04:28.408Z,AUSTRIA,earthquake,1.9,,0.1,2,manual,oe,oe
2021-02-09T02:55:46.769Z,-5.170,151.742,41.7,0.0,-,,,,,oe,oe52979232,2021-02-09T15:07:00.235Z,NEW BRITAIN REGION  P.N.G.,earthquake,,,,,manual,oe,oe
2021-02-09T01:40:59.485Z,-5.466,-77.304,37.7,5.0,mb,,,,,oe,oe52979276,2021-02-09T08:20:48.101Z,NORTHERN PERU,earthquake,,,,,manual,oe,oe
2021-02-09T00:37:02.266Z,47.655,15.882,3.0,0.3,ML,7,103.0,0.28,0.14,oe,oe52979274,2021-02-09T08:19:21.897Z,AUSTRIA,earthquake,1.0,,0.1,2,manual,oe,oe
2021-02-08T23:31:29.898Z,46.854,10.098,1.9,1.2,ML,9,97.4,0.85,0.15,oe,oe52979399,2021-02-09T15:44:39.648Z,NORTHERN ITALY,earthquake,0.9,15.7,0.1,4,manual,oe,oe
2021-02-08T23:24:39.944Z,11.983,120.830,10.0,0.0,-,,,,,oe,oe52979400,2021-02-09T15:46:06.885Z,PALAWAN  PHILIPPINES,earthquake,,,,,manual,oe,oe
2021-02-08T23:06:57.029Z,45.623,17.938,8.0,2.4,ML,17,246.3,3.60,0.73,oe,oe52979230,2021-02-09T15:40:50.094Z,NORTHWESTERN BALKAN REGION,earthquake,7.2,,0.2,8,manual,oe,oe
2021-02-08T23:01:02.449Z,45.390,16.241,10.0,1.8,ML,9,285.0,2.55,0.50,oe,oe52979389,2021-02-09T15:36:46.755Z,NORTHWESTERN BALKAN REGION,earthquake,4.2,,0.3,4,manual,oe,oe
2021-02-08T20:52:32.400Z,48.660,7.810,5.0,2.0,ML,,,,,oe,oe52979388,2021-02-09T15:35:27.423Z,FRANCE,earthquake,,,,,manual,oe,oe
2021-02-08T20:14:35.827Z,46.033,15.374,6.8,1.4,ML,12,103.7,0.99,0.25,oe,oe52979386,2021-02-09T15:34:56.628Z,NORTHWESTERN BALKAN REGION,earthquake,1.2,4.4,0.1,2,manual,oe,oe
2021-02-08T17:59:58.811Z,45.766,15.637,6.8,1.7,ML,12,261.2,1.99,0.30,oe,oe52979385,2021-02-09T15:32:12.424Z,NORTHWESTERN BALKAN REGION,earthquake,2.8,1.5,0.2,4,manual,oe,oe
2021-02-08T16:58:03.715Z,24.398,122.063,27.8,0.0,-,,,,,oe,oe52979268,2021-02-09T15:31:01.047Z,TAIWAN REGION,earthquake,,,,,manual,oe,oe
2021-02-08T16:46:39.310Z,45.205,11.022,11.1,2.2,ML,,,,,oe,oe52979378,2021-02-09T15:29:47.860Z,NORTHERN ITALY,earthquake,,,,,manual,oe,oe
2021-02-08T16:13:12.943Z,-20.986,-178.866,626.7,4.6,mb,,,,,oe,oe52979267,2021-02-09T15:27:11.647Z,FIJI ISLANDS REGION,earthquake,,,,,manual,oe,oe
2021-02-08T15:15:33.006Z,45.467,16.101,10.0,2.3,ML,13,233.9,2.47,0.37,oe,oe52979227,2021-02-08T16:26:56.217Z,NORTHWESTERN BALKAN REGION,earthquake,3.1,,0.3,5,manual,oe,oe
2021-02-08T14:24:01.433Z,42.321,144.948,40.8,0.0,-,,,,,oe,oe52979186,2021-02-09T15:26:02.917Z,HOKKAIDO  JAPAN REGION,earthquake,,,,,manual,oe,oe
2021-02-08T13:44:33.115Z,45.609,16.104,10.0,2.0,ML,11,279.3,2.09,0.56,oe,oe52979369,2021-02-09T15:21:52.855Z,NORTHWESTERN BALKAN REGION,earthquake,4.4,,0.2,4,manual,oe,oe
2021-02-08T12:36:17.190Z,46.561,9.685,8.1,1.9,ML,9,122.2,0.85,0.37,oe,oe52979107,2021-02-08T15:07:54.544Z,SWITZERLAND,earthquake,1.9,7.8,0.4,5,manual,oe,oe
2021-02-08T08:25:46.149Z,47.930,17.191,0.0,1.9,ML,4,243.3,1.91,0.46,oe,oe52978959,2021-02-08T08:26:29.154Z,HUNGARY,earthquake,14.9,,0.1,3,manual,oe,oe
2021-02-08T08:06:19.494Z,-30.250,-179.431,338.7,0.0,-,,,,,oe,oe52978960,2021-02-09T16:16:26.929Z,KERMADEC ISLANDS REGION,earthquake,,,,,manual,oe,oe
2021-02-08T06:56:19.438Z,-15.623,-173.708,32.4,4.9,mb,,,,,oe,oe52979187,2021-02-08T14:41:41.570Z,TONGA ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-08T06:02:08.170Z,-52.510,139.463,0.0,4.3,mb,,,,,oe,oe52979185,2021-02-08T14:38:18.177Z,WEST OF MACQUARIE ISLAND,earthquake,,,0.2,6,manual,oe,oe
2021-02-08T05:15:06.330Z,44.035,10.977,56.2,2.3,ML,,,,,oe,oe52978947,2021-02-08T14:36:15.512Z,NORTHERN ITALY,earthquake,,,,,manual,oe,oe
2021-02-08T00:50:14.842Z,46.509,14.988,2.0,-0.0,ML,4,209.2,0.17,0.15,oe,oe52979182,2021-02-08T14:34:56.018Z,NORTHWESTERN BALKAN REGION,earthquake,4.4,,,1,manual,oe,oe
2021-02-08T00:00:42.562Z,5.717,127.051,51.1,0.0,-,,,,,oe,oe52978944,2021-02-08T14:33:22.889Z,PHILIPPINE ISLANDS REGION,earthquake,,,,,manual,oe,oe
2021-02-08T00:00:32.363Z,45.482,16.301,10.0,1.4,ML,8,288.1,2.22,0.41,oe,oe52979173,2021-02-08T14:28:57.878Z,NORTHWESTERN BALKAN REGION,earthquake,5.0,,0.2,3,manual,oe,oe
2021-02-07T22:38:36.416Z,47.167,9.542,6.6,0.7,ML,7,119.4,0.95,0.23,oe,oe52979088,2021-02-08T11:35:23.617Z,GERMANY,earthquake,1.7,3.9,,1,manual,oe,oe
2021-02-07T22:01:18.254Z,39.083,36.067,10.0,4.3,mb,,,,,oe,oe52979165,2021-02-08T13:27:12.845Z,TURKEY,earthquake,,,,,manual,oe,oe
2021-02-07T21:38:21.509Z,45.551,16.302,10.0,1.5,ML,9,295.4,2.15,0.35,oe,oe52979162,2021-02-08T13:25:22.406Z,NORTHWESTERN BALKAN REGION,earthquake,6.8,,0.3,4,manual,oe,oe
2021-02-07T21:21:09.414Z,45.361,16.945,10.0,1.6,ML,6,298.0,2.38,0.36,oe,oe52979161,2021-02-08T13:23:51.822Z,NORTHWESTERN BALKAN REGION,earthquake,6.9,,,1,manual,oe,oe
2021-02-07T20:25:17.421Z,47.714,16.076,6.0,0.1,ML,3,166.4,0.15,0.10,oe,oe52979087,2021-02-08T11:30:27.679Z,AUSTRIA,earthquake,2.7,,,1,manual,oe,oe
2021-02-07T20:25:03.570Z,47.655,15.925,5.8,0.6,ML,7,249.2,1.07,0.29,oe,oe52979086,2021-02-08T11:30:27.662Z,AUSTRIA,earthquake,3.4,2.8,0.7,4,manual,oe,oe
2021-02-07T17:05:00.688Z,47.913,15.582,2.0,1.0,ML,7,185.6,0.60,0.24,oe,oe52979008,2021-02-08T10:16:44.693Z,AUSTRIA,earthquake,3.0,,0.5,6,manual,oe,oe
2021-02-07T16:41:47.649Z,45.470,16.260,10.0,1.9,ML,14,236.7,2.47,0.39,oe,oe52978923,2021-02-08T13:20:59.011Z,NORTHWESTERN BALKAN REGION,earthquake,3.3,,0.3,4,manual,oe,oe
2021-02-07T13:28:51.216Z,47.822,16.276,6.6,0.1,ML,5,242.7,0.30,0.26,oe,oe52979006,2021-02-08T09:33:59.022Z,AUSTRIA,earthquake,7.0,3.9,0.1,2,manual,oe,oe
2021-02-07T12:25:33.730Z,-23.021,171.811,10.0,4.7,mb,,,,,oe,oe52979155,2021-02-08T13:19:46.186Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-07T09:37:21.000Z,47.040,7.010,6.0,2.8,ML,,,,,oe,oe52978889,2021-02-08T09:23:14.058Z,SWITZERLAND,earthquake,,,,,manual,oe,oe
2021-02-07T09:10:30.165Z,45.626,16.126,10.0,2.5,ML,11,219.8,1.84,0.48,oe,oe52978882,2021-02-08T13:18:19.766Z,NORTHWESTERN BALKAN REGION,earthquake,4.0,,0.2,16,manual,oe,oe
2021-02-07T09:07:02.888Z,45.514,16.048,10.0,2.7,ML,7,303.0,2.64,0.29,oe,oe52979153,2021-02-08T13:11:41.566Z,NORTHWESTERN BALKAN REGION,earthquake,7.9,,0.1,3,manual,oe,oe
2021-02-07T09:06:45.742Z,45.609,16.124,10.0,2.4,ML,12,273.6,2.33,0.26,oe,oe52978878,2021-02-08T13:11:41.567Z,NORTHWESTERN BALKAN REGION,earthquake,5.5,,0.3,11,manual,oe,oe
2021-02-07T05:45:52.249Z,-3.293,146.059,10.0,0.0,-,,,,,oe,oe52979148,2021-02-08T13:07:59.435Z,BISMARCK SEA,earthquake,,,,,manual,oe,oe
2021-02-07T04:22:56.507Z,6.783,125.206,15.6,0.0,-,,,,,oe,oe52979137,2021-02-08T13:02:27.562Z,MINDANAO  PHILIPPINES,earthquake,,,,,manual,oe,oe
2021-02-07T04:20:23.928Z,46.691,10.238,3.4,1.0,ML,7,82.0,0.74,0.28,oe,oe52978999,2021-02-08T09:18:05.095Z,NORTHERN ITALY,earthquake,1.5,4.2,0.5,3,manual,oe,oe
2021-02-07T04:19:37.634Z,45.506,16.143,10.0,1.8,ML,13,253.7,2.67,0.26,oe,oe52979135,2021-02-08T12:58:43.577Z,NORTHWESTERN BALKAN REGION,earthquake,3.4,,0.3,6,manual,oe,oe
2021-02-07T03:17:13.647Z,47.548,15.597,437.5,0.6,ML,7,131.3,1.98,0.33,oe,oe52978874,2021-02-08T12:56:40.506Z,AUSTRIA,earthquake,19.3,23.0,0.5,3,automatic,oe,oe
2021-02-07T03:14:50.259Z,46.601,10.312,4.0,1.2,ML,11,126.6,0.87,0.32,oe,oe52979171,2021-02-08T13:43:09.619Z,NORTHERN ITALY,earthquake,1.2,,0.2,7,manual,oe,oe
2021-02-07T02:58:20.364Z,-22.826,172.030,10.0,5.0,mb,,,,,oe,oe52978949,2021-02-08T12:56:40.506Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-07T02:25:06.293Z,-17.148,-174.346,154.0,4.9,mb,,,,,oe,oe52978863,2021-02-08T12:54:25.565Z,TONGA ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-07T01:56:52.310Z,-20.756,-177.466,369.4,5.0,mb,,,,,oe,oe52978861,2021-02-08T12:53:18.637Z,FIJI ISLANDS REGION,earthquake,,,,,manual,oe,oe
2021-02-06T20:02:46.751Z,46.570,15.217,6.6,-0.7,ML,4,166.3,0.22,0.13,oe,oe52979059,2021-02-09T16:04:25.237Z,NORTHWESTERN BALKAN REGION,earthquake,2.2,4.8,,1,manual,oe,oe
2021-02-06T19:30:33.675Z,45.315,16.098,10.0,2.2,ML,18,257.1,3.39,0.41,oe,oe52978860,2021-02-08T11:14:23.131Z,NORTHWESTERN BALKAN REGION,earthquake,2.7,,0.2,12,manual,oe,oe
2021-02-06T18:39:50.270Z,54.714,-161.278,50.0,4.8,mb,,,,,oe,oe52978851,2021-02-08T11:14:11.099Z,ALASKA PENINSULA,earthquake,,,,,manual,oe,oe
2021-02-06T18:22:48.200Z,38.910,26.090,14.0,3.9,ML,,,,,oe,oe52979051,2021-02-09T16:03:21.348Z,AEGEAN SEA,earthquake,,,,,manual,oe,oe
2021-02-06T17:36:02.338Z,24.640,122.667,107.7,0.0,-,,,,,oe,oe52978845,2021-02-09T16:12:49.169Z,TAIWAN REGION,earthquake,,,,,manual,oe,oe
2021-02-06T16:09:15.600Z,38.900,26.100,13.0,4.1,ML,,,,,oe,oe52978984,2021-02-08T08:44:36.402Z,AEGEAN SEA,earthquake,,,,,manual,oe,oe
2021-02-06T14:54:28.667Z,38.586,93.785,10.0,4.5,mb,,,,,oe,oe52978981,2021-02-08T08:42:08.189Z,QINGHAI  CHINA,earthquake,,,,,manual,oe,oe
2021-02-06T13:07:11.000Z,45.500,16.150,12.0,2.3,ML,,,,,oe,oe52978836,2021-02-09T16:00:51.048Z,NORTHWESTERN BALKAN REGION,earthquake,,,,,manual,oe,oe
2021-02-06T10:00:38.119Z,45.471,16.076,10.0,1.6,ML,7,314.2,1.49,0.19,oe,oe52978975,2021-02-08T11:12:13.637Z,NORTHWESTERN BALKAN REGION,earthquake,2.7,,0.2,2,manual,oe,oe
2021-02-06T09:54:00.116Z,45.413,15.200,6.4,1.6,ML,6,294.1,1.27,0.20,oe,oe52978974,2021-02-08T11:12:04.003Z,NORTHWESTERN BALKAN REGION,earthquake,3.5,11.7,0.3,2,manual,oe,oe
2021-02-06T07:05:02.490Z,19.156,-64.816,78.0,0.0,-,,,,,oe,oe52978957,2021-02-09T15:56:20.879Z,VIRGIN ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-06T05:40:36.045Z,46.505,14.538,10.6,-0.5,ML,5,259.6,0.43,0.17,oe,oe52978954,2021-02-08T11:11:18.423Z,NORTHWESTERN BALKAN REGION,earthquake,3.3,2.1,0.7,2,manual,oe,oe
2021-02-06T05:10:28.396Z,35.737,140.113,63.9,0.0,-,,,,,oe,oe52979405,2021-02-09T15:52:57.723Z,NEAR EAST COAST OF HONSHU  JAPAN,earthquake,,,,,manual,oe,oe
2021-02-06T04:40:31.760Z,-25.118,-174.453,0.0,4.3,mb,,,,,oe,oe52978953,2021-02-08T11:11:08.569Z,SOUTH OF TONGA ISLANDS,earthquake,,,0.4,6,manual,oe,oe
2021-02-05T23:25:55.961Z,45.615,15.790,12.0,1.1,ML,10,290.0,1.43,0.33,oe,oe52979112,2021-02-08T12:40:05.502Z,NORTHWESTERN BALKAN REGION,earthquake,3.1,,0.2,2,manual,oe,oe
2021-02-05T22:49:41.788Z,45.416,16.180,10.0,1.6,ML,8,317.1,1.57,0.44,oe,oe52979099,2021-02-08T12:32:09.612Z,NORTHWESTERN BALKAN REGION,earthquake,5.2,,0.1,2,manual,oe,oe
2021-02-05T22:46:27.775Z,31.513,56.732,10.0,4.2,mb,,,,,oe,oe52979105,2021-02-08T12:37:50.409Z,NORTHERN AND CENTRAL IRAN,earthquake,,,,,manual,oe,oe
2021-02-05T22:32:30.177Z,-21.354,-177.903,337.0,4.5,mb,,,,,oe,oe52978940,2021-02-08T12:32:09.629Z,FIJI ISLANDS REGION,earthquake,,,,,manual,oe,oe
2021-02-05T21:47:46.900Z,34.730,23.840,31.0,3.4,ML,,,,,oe,oe52979098,2021-02-08T12:27:39.929Z,CRETE  GREECE,earthquake,,,,,manual,oe,oe
2021-02-05T21:08:45.953Z,45.477,16.072,10.0,1.8,ML,9,240.5,2.46,0.34,oe,oe52979097,2021-02-09T16:11:11.937Z,NORTHWESTERN BALKAN REGION,earthquake,3.9,,0.3,4,manual,oe,oe
2021-02-05T19:47:34.517Z,45.452,16.256,10.0,1.7,ML,8,244.9,2.25,0.35,oe,oe52979094,2021-02-08T12:18:56.465Z,NORTHWESTERN BALKAN REGION,earthquake,4.8,,0.2,3,manual,oe,oe
2021-02-05T19:18:29.551Z,47.330,10.993,4.2,0.4,ML,4,228.7,0.40,0.24,oe,oe52978938,2021-02-08T07:41:58.012Z,AUSTRIA,earthquake,4.1,5.9,0.6,4,manual,oe,oe
2021-02-05T19:10:50.117Z,46.320,9.902,4.0,1.4,ML,7,241.7,0.97,0.27,oe,oe52979092,2021-02-08T12:11:25.568Z,SWITZERLAND,earthquake,4.1,,0.1,2,manual,oe,oe
2021-02-05T18:47:50.731Z,45.454,16.154,10.0,1.8,ML,9,288.8,2.48,0.25,oe,oe52979091,2021-02-08T12:07:51.374Z,NORTHWESTERN BALKAN REGION,earthquake,3.3,,0.2,4,manual,oe,oe
2021-02-05T16:25:04.120Z,-22.367,171.442,0.0,4.1,mb,,,,,oe,oe52979090,2021-02-08T12:06:25.219Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,0.1,6,manual,oe,oe
2021-02-05T15:41:34.243Z,-22.776,171.728,10.0,0.0,-,,,,,oe,oe52979036,2021-02-08T10:35:51.728Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-05T15:36:10.512Z,40.495,45.355,10.0,0.0,-,,,,,oe,oe52978818,2021-02-08T10:33:49.291Z,EASTERN CAUCASUS,earthquake,,,,,manual,oe,oe
2021-02-05T14:28:34.600Z,47.760,8.820,10.0,2.1,ML,,,,,oe,oe52979024,2021-02-08T10:28:30.547Z,SWITZERLAND,earthquake,,,,,manual,oe,oe
2021-02-05T14:14:12.200Z,47.750,8.820,10.0,3.0,ML,,,,,oe,oe52978807,2021-02-08T10:26:58.065Z,SWITZERLAND,earthquake,,,,,manual,oe,oe
2021-02-05T13:58:37.300Z,47.760,8.830,10.0,2.0,ML,,,,,oe,oe52979013,2021-02-08T10:22:02.804Z,SWITZERLAND,earthquake,,,,,manual,oe,oe
2021-02-05T13:56:50.368Z,47.756,8.798,4.5,2.2,ML,11,66.9,1.72,0.40,oe,oe52978997,2021-02-08T10:22:02.826Z,SWITZERLAND,earthquake,1.5,2.1,0.3,5,manual,oe,oe
2021-02-05T09:17:09.410Z,44.713,11.560,31.6,2.4,ML,,,,,oe,oe52978759,2021-02-05T13:22:27.169Z,NORTHERN ITALY,earthquake,,,,,manual,oe,oe
2021-02-05T08:03:44.310Z,46.873,12.001,0.0,1.6,ML,5,170.6,0.88,0.34,oe,oe52978707,2021-02-05T08:06:13.776Z,NORTHERN ITALY,earthquake,4.2,,0.7,6,manual,oe,oe
2021-02-05T08:02:54.929Z,45.479,16.190,10.0,3.4,ML,11,308.3,1.54,0.85,oe,oe52978700,2021-02-05T08:59:26.413Z,NORTHWESTERN BALKAN REGION,earthquake,6.3,,0.2,21,manual,oe,oe
2021-02-05T07:48:56.477Z,45.414,16.065,10.0,2.1,ML,11,282.4,2.69,0.88,oe,oe52978755,2021-02-05T09:52:28.566Z,NORTHWESTERN BALKAN REGION,earthquake,7.2,,0.3,5,manual,oe,oe
2021-02-05T04:24:54.000Z,-9.960,117.780,10.0,4.2,mb,,,,,oe,oe52978750,2021-02-05T09:38:47.392Z,SUMBAWA REGION  INDONESIA,earthquake,,,,,manual,oe,oe
2021-02-05T03:30:43.000Z,46.190,16.420,12.0,2.1,ML,,,,,oe,oe52978670,2021-02-05T09:37:48.297Z,NORTHWESTERN BALKAN REGION,earthquake,,,,,manual,oe,oe
2021-02-05T02:45:09.850Z,-31.435,58.620,0.0,4.2,mb,,,,,oe,oe52978748,2021-02-05T09:34:25.355Z,SOUTHWEST INDIAN RIDGE,earthquake,,,0.3,9,manual,oe,oe
2021-02-05T02:28:14.278Z,45.399,16.171,10.0,1.7,ML,10,284.0,2.54,0.89,oe,oe52978746,2021-02-05T09:30:11.220Z,NORTHWESTERN BALKAN REGION,earthquake,7.8,,0.5,4,manual,oe,oe
2021-02-05T00:25:58.564Z,45.360,16.069,10.0,1.5,ML,7,316.4,1.56,0.76,oe,oe52978745,2021-02-05T09:29:31.975Z,NORTHWESTERN BALKAN REGION,earthquake,6.3,,0.1,2,manual,oe,oe
2021-02-04T23:49:49.472Z,11.906,120.793,10.0,4.8,mb,,,,,oe,oe52978735,2021-02-05T09:28:04.374Z,PALAWAN  PHILIPPINES,earthquake,,,,,manual,oe,oe
2021-02-04T23:49:02.355Z,-20.242,170.064,96.9,4.8,mb,,,,,oe,oe52978656,2021-02-05T09:28:04.375Z,VANUATU ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-04T22:58:55.343Z,45.485,16.017,10.0,1.4,ML,7,312.8,1.45,0.43,oe,oe52978733,2021-02-05T09:25:19.043Z,NORTHWESTERN BALKAN REGION,earthquake,3.8,,0.2,2,manual,oe,oe
2021-02-04T22:00:43.233Z,14.539,123.016,10.0,0.0,-,,,,,oe,oe52978729,2021-02-05T09:18:29.525Z,LUZON  PHILIPPINES,earthquake,,,,,manual,oe,oe
2021-02-04T21:54:03.624Z,47.383,10.452,3.0,1.1,ML,11,140.7,1.99,0.35,oe,oe52978728,2021-02-05T09:17:04.698Z,AUSTRIA,earthquake,1.6,,0.3,7,manual,oe,oe
2021-02-04T20:53:36.110Z,-4.520,151.766,0.0,4.4,mb,,,,,oe,oe52978727,2021-02-05T09:14:05.082Z,NEW BRITAIN REGION  P.N.G.,earthquake,,,0.3,9,manual,oe,oe
2021-02-04T19:27:36.983Z,44.384,147.726,81.9,5.0,mb,,,,,oe,oe52978640,2021-02-05T09:13:08.794Z,KURIL ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-04T19:14:48.488Z,46.376,14.194,9.5,0.7,ML,11,88.0,0.78,0.28,oe,oe52978721,2021-02-05T09:11:29.646Z,NORTHWESTERN BALKAN REGION,earthquake,1.0,3.9,0.2,4,manual,oe,oe
2021-02-04T18:18:58.886Z,46.246,15.565,10.4,1.2,ML,8,154.2,0.57,0.34,oe,oe52978720,2021-02-05T09:09:52.310Z,NORTHWESTERN BALKAN REGION,earthquake,2.1,3.7,,1,manual,oe,oe
2021-02-04T17:02:03.773Z,36.778,76.903,95.8,4.5,mb,,,,,oe,oe52978717,2021-02-05T09:08:47.516Z,KASHMIR-XINJIANG BORDER REGION,earthquake,,,,,manual,oe,oe
2021-02-04T16:46:57.792Z,45.252,15.906,10.0,1.8,ML,11,289.4,2.68,0.35,oe,oe52978716,2021-02-05T09:08:02.416Z,NORTHWESTERN BALKAN REGION,earthquake,3.5,,0.4,3,manual,oe,oe
2021-02-04T15:00:22.262Z,45.376,16.015,10.0,1.9,ML,8,314.5,1.52,0.71,oe,oe52978685,2021-02-05T05:42:45.302Z,NORTHWESTERN BALKAN REGION,earthquake,6.0,,0.1,2,manual,oe,oe
2021-02-04T14:49:06.566Z,44.083,15.889,10.0,2.4,ML,7,334.2,1.95,1.52,oe,oe52978681,2021-02-05T11:10:49.161Z,NORTHWESTERN BALKAN REGION,earthquake,19.8,,0.1,8,manual,oe,oe
2021-02-04T12:14:26.978Z,-22.622,171.941,10.0,0.0,-,,,,,oe,oe52978629,2021-02-04T16:17:12.703Z,SOUTHEAST OF LOYALTY ISLANDS,earthquake,,,,,manual,oe,oe
2021-02-04T09:32:04.449Z,45.445,16.066,10.0,2.0,ML,10,280.9,2.49,0.68,oe,oe52978596,2021-02-04T11:20:57.651Z,NORTHWESTERN BALKAN REGION,earthquake,5.9,,0.3,4,manual,oe,oe
2021-02-04T09:14:01.129Z,46.660,9.960,7.2,1.5,ML,9,92.2,0.64,0.31,oe,oe52978595,2021-02-04T11:18:29.894Z,SWITZERLAND,earthquake,1.2,4.3,0.3,3,manual,oe,oe
2021-02-04T08:17:42.667Z,45.413,16.059,10.0,2.1,ML,11,306.7,1.99,0.80,oe,oe52978564,2021-02-04T11:06:30.866Z,NORTHWESTERN BALKAN REGION,earthquake,6.2,,0.3,7,manual,oe,oe
2021-02-04T08:14:03.056Z,21.619,121.895,10.0,0.0,-,,,,,oe,oe52978592,2021-02-04T15:13:14.256Z,TAIWAN REGION,earthquake,,,,,manual,oe,oe
2021-02-04T07:07:13.035Z,45.183,14.900,14.2,1.8,ML,8,264.2,1.50,0.57,oe,oe52978583,2021-02-04T10:58:51.766Z,NORTHWESTERN BALKAN REGION,earthquake,5.4,2.8,0.4,2,manual,oe,oe
2021-02-04T05:33:11.428Z,46.662,11.395,15.0,0.7,ML,6,125.0,0.58,0.44,oe,oe52978563,2021-02-04T06:29:15.082Z,NORTHERN ITALY,earthquake,2.1,,0.3,4,manual,oe,oe
2021-02-04T05:06:24.059Z,28.748,87.361,10.0,5.1,mb,,,,,oe,oe52978537,2021-02-04T06:23:51.094Z,XIZANG,earthquake,,,,,manual,oe,oe
2021-02-04T04:59:36.056Z,45.452,16.122,10.0,2.8,ML,10,307.2,1.52,0.54,oe,oe52978530,2021-02-04T06:22:01.576Z,NORTHWESTERN BALKAN REGION,earthquake,3.8,,0.2,21,manual,oe,oe
2021-02-04T01:21:25.536Z,47.363,11.486,3.0,-0.2,ML,4,208.1,0.26,0.17,oe,oe52978555,2021-02-04T06:12:11.939Z,AUSTRIA,earthquake,3.8,,0.2,3,manual,oe,oe
2021-02-04T00:08:44.250Z,43.838,12.084,9.4,2.4,ML,,,,,oe,oe52978554,2021-02-04T06:10:57.398Z,CENTRAL ITALY,earthquake,,,,,manual,oe,oe
2021-02-03T22:41:59.813Z,47.408,11.705,3.0,0.4,ML,6,129.2,0.41,0.19,oe,oe52978552,2021-02-04T06:09:04.761Z,AUSTRIA,earthquake,1.5,,0.2,4,manual,oe,oe
2021-02-03T22:35:36.772Z,46.976,7.438,5.0,2.6,ML,12,269.2,2.31,0.61,oe,oe52978518,2021-02-04T05:49:54.292Z,SWITZERLAND,earthquake,5.8,,0.2,10,manual,oe,oe
2021-02-03T21:39:31.842Z,46.989,7.428,5.0,2.1,ML,7,269.4,1.69,0.33,oe,oe52978551,2021-02-04T06:05:43.828Z,SWITZERLAND,earthquake,4.5,,,1,manual,oe,oe
2021-02-03T21:37:22.101Z,46.989,7.446,5.0,2.0,ML,5,278.4,1.68,0.25,oe,oe52978550,2021-02-04T06:05:43.828Z,SWITZERLAND,earthquake,4.4,,,1,manual,oe,oe
2021-02-03T21:12:55.617Z,45.425,16.159,10.0,1.7,ML,8,316.6,1.56,0.93,oe,oe52978547,2021-02-04T05:52:10.992Z,NORTHWESTERN BALKAN REGION,earthquake,8.2,,0.2,2,manual,oe,oe
2021-02-03T19:55:00.947Z,39.412,20.133,10.2,4.4,mb,,,,,oe,oe52978517,2021-02-04T15:14:52.720Z,GREECE-ALBANIA BORDER REGION,earthquake,,,,,manual,oe,oe
2021-02-03T19:24:34.765Z,45.409,16.036,10.0,1.4,ML,7,323.5,1.51,1.19,oe,oe52978546,2021-02-04T05:51:22.875Z,NORTHWESTERN BALKAN REGION,earthquake,10.9,,0.1,2,manual,oe,oe
2021-02-03T16:49:13.579Z,-6.213,147.445,59.4,0.0,-,,,,,oe,oe52978514,2021-02-03T19:15:04.749Z,EASTERN NEW GUINEA REG.  P.N.G.,earthquake,,,,,manual,oe,oe
2021-02-03T16:06:11.209Z,45.450,16.105,10.0,1.8,ML,7,323.0,1.51,1.08,oe,oe52978511,2021-02-03T16:38:23.254Z,NORTHWESTERN BALKAN REGION,earthquake,9.6,,0.1,2,manual,oe,oe
2021-02-03T15:49:25.873Z,45.479,16.081,10.0,1.8,ML,9,279.4,2.23,0.95,oe,oe52978513,2021-02-03T19:11:08.639Z,NORTHWESTERN BALKAN REGION,earthquake,8.3,,0.1,3,manual,oe,oe
2021-02-03T15:26:51.718Z,45.660,10.500,9.1,2.2,ML,12,273.0,1.42,0.32,oe,oe52978496,2021-02-03T16:32:03.998Z,NORTHERN ITALY,earthquake,3.2,1.4,0.4,13,manual,oe,oe
2021-02-03T12:39:33.600Z,40.440,21.170,2.0,3.5,ML,,,,,oe,oe52978502,2021-02-03T15:31:26.808Z,GREECE,earthquake,,,,,manual,oe,oe
